age,gender_M,in_state,race_Asian,race_White,race_Hispanic,race_Black,race_Other,sat_math,sat_ebrw,act_composite,gpa,extracurriculars_count,first_gen,legacy,athlete,admit
18,1,0,0,1,0,0,0,796,741,34,4.0,1,1,0,0,1
18,0,0,1,0,0,0,0,771,756,33,4.0,4,1,0,0,1
18,1,0,1,0,0,0,0,749,749,34,3.97,2,0,0,0,0
18,1,0,0,1,0,0,0,745,766,34,3.8,5,0,0,0,0
18,0,1,0,1,0,0,0,789,766,33,4.0,5,0,0,0,1
18,0,1,0,1,0,0,0,772,755,35,3.79,2,0,0,0,0
18,0,0,1,0,0,0,0,759,757,34,3.99,1,0,0,0,0
18,0,1,0,0,1,0,0,794,747,33,3.91,3,0,0,0,0
18,1,0,0,1,0,0,0,753,750,35,3.87,4,0,0,0,0
18,0,0,0,1,0,0,0,748,743,34,3.93,1,0,0,0,0
19,0,0,0,0,0,1,0,771,755,34,4.0,2,0,0,0,1
18,0,0,0,1,0,0,0,746,767,34,3.94,2,0,1,0,0
18,0,0,1,0,0,0,0,789,747,35,4.0,2,0,0,0,0
18,0,1,0,0,0,0,1,783,745,34,4.0,3,0,0,0,0
18,1,0,0,1,0,0,0,757,747,34,3.81,5,0,0,0,0
18,0,0,0,1,0,0,0,746,747,35,3.92,3,1,0,1,1
19,1,0,0,0,0,1,0,755,744,34,3.95,3,0,0,0,0
18,1,1,0,0,1,0,0,759,748,34,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,761,749,34,4.0,3,0,0,0,0
18,0,0,1,0,0,0,0,750,764,34,3.9,3,0,0,0,1
19,1,0,0,1,0,0,0,744,767,35,3.89,2,1,0,1,1
18,0,1,0,1,0,0,0,745,744,34,3.7,3,0,1,0,0
18,0,0,0,1,0,0,0,758,746,34,4.0,5,0,1,0,0
18,1,0,0,1,0,0,0,791,746,34,3.8,4,1,0,0,0
18,0,0,0,1,0,0,0,766,754,35,3.76,2,1,0,0,0
18,1,0,0,1,0,0,0,755,769,33,3.94,3,0,0,0,0
18,1,0,0,1,0,0,0,768,743,33,4.0,4,0,0,0,0
18,0,0,0,0,1,0,0,747,763,35,3.96,3,0,0,0,0
18,0,0,0,1,0,0,0,761,755,34,4.0,4,0,0,0,0
18,1,1,0,1,0,0,0,797,763,33,4.0,3,0,0,0,0
18,1,1,1,0,0,0,0,749,741,34,4.0,5,0,0,0,1
18,0,0,0,0,0,1,0,748,740,33,3.87,5,0,0,0,1
19,1,1,0,1,0,0,0,759,748,35,3.78,1,0,0,1,1
18,0,1,0,0,0,1,0,762,745,33,3.75,4,0,0,0,0
18,1,1,0,1,0,0,0,779,767,34,3.67,1,0,0,0,0
18,0,0,0,1,0,0,0,744,749,33,4.0,1,0,0,0,0
18,1,0,1,0,0,0,0,770,763,34,4.0,4,0,0,0,0
18,1,0,0,1,0,0,0,779,762,35,3.88,2,0,0,0,0
18,1,0,0,1,0,0,0,762,745,35,3.98,3,0,0,0,0
18,0,0,0,1,0,0,0,755,757,34,3.81,4,0,0,0,1
18,1,0,0,0,0,0,1,785,757,34,4.0,4,0,0,0,1
19,0,0,0,1,0,0,0,774,745,34,4.0,4,0,0,0,0
18,0,0,0,0,0,1,0,755,757,35,3.72,1,0,0,0,0
18,0,0,0,0,0,1,0,748,751,34,3.86,4,0,0,0,0
18,1,0,0,0,1,0,0,778,759,33,3.78,3,1,0,0,1
18,1,0,0,0,1,0,0,774,764,34,3.98,2,0,0,0,1
18,1,0,0,1,0,0,0,761,763,35,4.0,3,0,1,0,1
18,1,0,0,1,0,0,0,775,753,33,3.89,5,0,0,0,0
18,0,0,0,0,0,0,1,752,744,33,3.86,4,0,0,0,0
18,0,0,1,0,0,0,0,780,742,35,3.96,3,0,0,0,0
18,1,0,0,0,1,0,0,790,754,34,4.0,2,0,0,0,0
19,1,0,0,0,1,0,0,786,756,35,3.9,1,1,0,0,0
18,0,0,1,0,0,0,0,759,754,34,3.88,5,0,0,0,0
18,1,0,0,1,0,0,0,752,761,34,3.99,2,0,0,0,1
18,0,0,1,0,0,0,0,765,740,34,3.54,3,0,0,0,0
18,1,1,0,1,0,0,0,757,741,34,3.85,1,0,0,0,1
18,0,0,0,1,0,0,0,758,764,34,3.97,4,0,0,0,0
18,1,1,1,0,0,0,0,748,764,33,4.0,1,0,0,0,0
18,1,0,0,1,0,0,0,793,761,33,3.79,3,0,0,0,1
18,0,0,1,0,0,0,0,786,760,35,4.0,5,0,0,1,1
18,1,0,0,0,0,0,1,785,754,34,4.0,4,0,0,0,0
19,0,0,0,0,0,0,1,780,764,34,3.89,4,0,0,0,0
18,1,0,0,0,0,0,1,767,766,34,4.0,3,0,0,0,0
18,1,0,0,1,0,0,0,748,768,34,3.84,5,0,0,0,1
18,0,0,0,0,0,0,1,745,747,35,3.83,1,0,0,0,1
18,1,0,0,1,0,0,0,744,747,35,3.78,1,0,0,0,0
18,0,0,0,0,0,0,1,787,750,34,4.0,2,0,0,0,1
18,1,0,0,1,0,0,0,765,753,35,3.91,3,0,0,0,1
18,1,0,0,0,0,0,1,764,742,34,4.0,1,0,0,0,0
18,0,0,0,0,0,0,1,748,745,34,3.88,4,0,0,0,0
18,1,0,0,0,0,0,1,761,747,33,4.0,3,0,0,0,1
18,0,0,0,1,0,0,0,793,750,35,3.85,5,0,1,0,0
18,0,0,0,0,1,0,0,788,745,33,4.0,3,0,0,0,1
18,0,0,1,0,0,0,0,744,765,33,3.95,2,0,0,0,0
18,1,0,0,0,0,1,0,799,754,34,4.0,4,1,0,0,1
19,0,0,0,1,0,0,0,795,769,33,4.0,1,0,0,0,1
18,0,0,0,1,0,0,0,786,746,35,3.91,5,0,0,0,0
19,1,0,0,0,0,0,1,793,762,35,3.72,3,0,0,0,1
18,0,0,1,0,0,0,0,759,752,34,3.92,3,0,0,0,0
18,1,1,0,0,0,1,0,768,751,33,4.0,1,0,0,0,0
18,1,0,0,1,0,0,0,778,742,34,4.0,3,0,0,0,1
18,1,0,0,0,0,1,0,768,766,34,4.0,1,0,0,0,0
17,0,0,0,0,0,0,1,742,756,35,4.0,3,0,0,0,1
18,1,0,0,1,0,0,0,768,769,34,3.82,2,0,0,0,0
18,1,0,0,0,0,1,0,783,757,33,3.99,1,0,0,0,1
18,0,0,0,0,0,0,1,765,769,34,4.0,3,0,0,0,1
19,0,0,0,0,0,0,1,798,742,34,3.74,1,0,1,0,1
18,1,1,0,1,0,0,0,780,759,34,3.71,2,0,0,0,0
19,0,0,0,0,1,0,0,740,765,34,4.0,1,1,0,0,0
18,0,0,0,0,0,0,1,780,743,33,3.83,5,0,0,0,0
18,0,0,1,0,0,0,0,791,749,35,3.86,4,0,0,0,0
18,0,0,0,1,0,0,0,775,765,34,3.96,2,0,0,1,1
18,1,0,0,1,0,0,0,777,756,34,3.59,5,0,0,0,0
18,0,0,0,1,0,0,0,742,745,34,3.89,3,1,0,0,0
18,0,0,0,0,0,0,1,769,740,35,4.0,2,0,0,0,1
18,1,0,1,0,0,0,0,765,767,33,4.0,3,0,0,0,0
18,1,0,0,0,0,1,0,777,756,34,3.91,5,0,0,0,0
18,0,0,0,1,0,0,0,741,767,33,3.89,4,0,1,0,0
18,0,0,0,1,0,0,0,780,748,34,3.74,5,1,0,0,0
18,1,0,0,0,0,1,0,793,762,35,3.94,2,1,0,0,0
17,1,0,0,0,0,1,0,778,766,34,4.0,1,0,0,0,0
18,1,0,0,0,1,0,0,741,765,35,3.84,4,0,0,0,0
19,1,0,1,0,0,0,0,773,749,34,4.0,3,0,1,0,0
18,1,0,0,0,0,1,0,798,763,34,3.92,2,0,0,0,0
18,0,1,0,0,0,1,0,764,755,33,4.0,3,1,0,0,0
18,1,0,0,1,0,0,0,772,744,34,3.99,2,0,0,1,1
17,1,0,0,1,0,0,0,780,769,33,4.0,2,0,0,0,0
18,1,1,0,0,0,0,1,769,760,34,4.0,2,0,0,1,1
18,1,0,0,1,0,0,0,776,765,34,4.0,3,0,0,0,0
18,1,1,0,1,0,0,0,765,763,34,4.0,5,0,0,0,1
17,1,0,1,0,0,0,0,759,762,34,3.83,5,1,0,0,0
18,0,0,0,1,0,0,0,795,748,33,3.93,5,0,0,0,1
17,0,0,0,1,0,0,0,745,768,33,4.0,3,0,0,0,0
18,0,0,0,0,0,1,0,781,758,35,4.0,5,0,0,0,0
18,1,0,1,0,0,0,0,795,759,34,3.79,3,0,0,0,0
18,1,1,0,1,0,0,0,771,753,33,4.0,4,0,0,0,0
18,0,1,0,1,0,0,0,755,757,34,3.8,3,0,0,0,0
18,1,0,0,1,0,0,0,756,755,35,3.91,2,0,0,0,0
18,0,0,1,0,0,0,0,745,753,34,3.96,5,0,0,0,0
18,1,0,0,1,0,0,0,746,747,34,3.94,4,0,0,0,1
18,0,0,0,0,1,0,0,775,760,34,3.73,2,0,0,0,0
17,1,1,1,0,0,0,0,750,768,34,3.9,1,0,0,0,0
18,0,0,0,1,0,0,0,797,762,34,3.8,2,0,0,0,1
18,0,0,0,1,0,0,0,791,762,34,4.0,5,0,0,0,1
18,0,1,0,1,0,0,0,768,764,34,4.0,4,0,0,0,0
18,1,0,0,1,0,0,0,764,768,33,4.0,3,0,0,0,0
19,0,0,0,1,0,0,0,793,751,35,3.99,1,0,0,0,0
18,1,0,1,0,0,0,0,787,754,33,4.0,5,0,1,0,0
18,1,0,0,1,0,0,0,774,741,34,4.0,4,0,0,0,1
18,0,0,0,0,0,0,1,776,766,34,3.96,4,0,0,0,0
18,1,0,0,0,0,0,1,778,759,35,3.95,1,0,0,0,0
18,0,1,1,0,0,0,0,753,761,33,4.0,4,0,0,0,0
18,1,1,1,0,0,0,0,778,766,34,4.0,2,0,0,0,1
18,1,0,0,0,0,1,0,770,764,34,4.0,1,0,0,0,0
18,0,0,1,0,0,0,0,761,741,35,4.0,0,0,0,0,0
18,1,1,0,1,0,0,0,769,768,34,4.0,3,1,1,0,1
18,0,0,1,0,0,0,0,774,741,34,3.73,5,0,0,0,0
17,0,0,1,0,0,0,0,765,748,33,4.0,4,0,0,0,1
18,1,0,0,1,0,0,0,762,744,34,3.92,1,0,0,0,0
18,0,0,0,0,0,1,0,763,757,35,3.95,2,0,0,0,0
18,0,0,1,0,0,0,0,775,747,33,4.0,4,0,0,0,0
18,0,0,0,1,0,0,0,780,748,34,3.96,2,0,0,0,0
19,1,0,0,0,1,0,0,765,762,35,3.95,5,0,0,0,1
18,0,0,0,0,0,0,1,798,754,34,3.98,2,0,0,0,0
18,1,0,0,0,0,0,1,794,767,33,3.86,1,0,0,0,0
18,1,1,0,1,0,0,0,764,742,33,3.82,4,0,0,0,1
17,1,0,0,1,0,0,0,783,761,34,4.0,2,0,0,0,1
18,0,0,0,1,0,0,0,773,750,35,3.89,3,1,0,0,0
18,0,0,1,0,0,0,0,781,756,34,4.0,1,1,0,0,0
18,1,1,0,1,0,0,0,760,756,34,3.93,1,0,0,0,0
18,0,1,0,1,0,0,0,783,760,34,3.58,2,0,0,0,0
18,0,0,1,0,0,0,0,756,747,34,4.0,5,1,1,0,0
18,0,0,0,1,0,0,0,748,762,34,3.93,1,0,0,0,0
18,0,0,0,1,0,0,0,740,740,35,3.97,4,0,0,0,0
18,0,0,1,0,0,0,0,746,766,35,3.93,4,0,0,0,0
18,1,0,1,0,0,0,0,781,761,33,3.86,0,0,0,0,0
18,0,1,0,1,0,0,0,779,745,33,4.0,3,0,0,0,0
19,1,0,1,0,0,0,0,766,755,34,4.0,4,0,0,0,1
19,0,0,0,0,1,0,0,766,747,34,4.0,4,0,0,0,1
18,1,0,1,0,0,0,0,776,748,35,4.0,2,0,0,0,0
18,1,0,1,0,0,0,0,780,743,34,4.0,3,0,1,1,1
18,0,0,0,1,0,0,0,768,761,34,4.0,2,0,0,0,1
18,1,0,0,0,0,1,0,780,743,33,3.97,3,0,0,0,1
18,0,0,0,1,0,0,0,740,767,34,3.73,2,0,0,0,0
18,1,0,0,0,1,0,0,791,764,35,4.0,5,0,0,0,0
18,1,1,0,1,0,0,0,743,762,34,3.82,1,0,0,0,0
18,0,0,0,1,0,0,0,766,759,33,4.0,3,0,0,0,1
18,0,0,0,0,1,0,0,748,751,34,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,742,748,34,4.0,4,0,0,0,0
18,1,0,0,1,0,0,0,791,763,35,3.89,4,0,0,0,0
18,0,0,0,1,0,0,0,786,752,34,3.94,5,0,0,0,0
18,0,0,0,0,0,0,1,776,765,34,3.72,3,0,0,0,0
18,1,0,0,1,0,0,0,761,745,34,3.76,3,0,0,0,0
18,0,0,1,0,0,0,0,771,745,34,3.53,2,0,0,0,1
18,0,1,0,1,0,0,0,791,746,34,3.81,3,0,0,0,1
18,0,0,1,0,0,0,0,754,756,34,3.82,2,0,0,0,0
18,0,0,0,0,0,0,1,785,760,34,3.8,2,1,0,0,1
18,1,1,0,0,1,0,0,754,749,34,4.0,1,0,0,0,0
18,1,0,0,1,0,0,0,788,744,35,4.0,2,0,0,0,1
18,1,1,0,1,0,0,0,792,744,34,4.0,3,0,0,0,1
18,1,0,1,0,0,0,0,772,756,34,3.91,0,0,0,0,0
18,1,0,0,0,0,1,0,788,769,33,3.92,3,0,0,0,0
18,0,0,0,1,0,0,0,782,751,33,4.0,3,0,0,0,0
18,0,0,0,0,0,0,1,798,759,35,3.93,3,0,0,0,0
18,0,1,0,1,0,0,0,752,747,34,4.0,3,0,0,0,0
18,1,0,1,0,0,0,0,767,747,35,3.88,5,0,0,0,0
18,1,0,0,1,0,0,0,756,763,34,4.0,4,0,0,0,0
18,0,0,0,0,1,0,0,777,750,34,3.86,2,0,0,0,1
18,0,1,0,1,0,0,0,769,758,35,4.0,3,0,0,0,0
18,1,0,0,0,1,0,0,771,756,34,3.7,2,0,1,0,1
17,0,0,0,0,1,0,0,759,751,34,4.0,1,0,0,0,1
18,0,0,0,1,0,0,0,780,747,34,3.85,2,0,0,0,1
18,1,0,0,1,0,0,0,769,740,34,3.96,5,1,0,0,0
18,1,0,0,1,0,0,0,743,754,34,4.0,3,0,1,0,1
18,0,1,0,0,0,0,1,792,758,34,3.82,5,0,0,0,1
18,1,0,0,0,1,0,0,754,754,33,3.92,3,0,0,0,1
18,0,0,1,0,0,0,0,785,754,35,3.64,4,0,0,0,0
17,1,0,0,1,0,0,0,790,762,34,4.0,5,0,0,0,0
19,1,0,0,0,0,1,0,763,762,35,4.0,4,0,0,0,1
18,1,0,1,0,0,0,0,793,754,33,4.0,0,1,1,0,0
18,0,1,1,0,0,0,0,786,757,33,4.0,0,0,0,0,0
18,1,0,1,0,0,0,0,784,756,34,3.94,3,0,0,0,0
18,1,0,0,1,0,0,0,784,759,33,3.8,3,0,0,0,1
18,1,0,0,1,0,0,0,766,741,35,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,763,746,34,4.0,3,0,1,0,0
18,0,0,0,1,0,0,0,767,765,33,3.86,5,0,1,0,1
18,0,0,1,0,0,0,0,781,760,34,3.87,1,1,0,0,0
18,1,0,0,1,0,0,0,756,746,34,3.93,3,1,0,0,0
18,1,0,1,0,0,0,0,770,751,35,3.86,3,0,0,0,1
18,0,0,0,1,0,0,0,768,755,34,4.0,1,0,0,0,0
17,0,0,0,1,0,0,0,768,746,35,4.0,5,0,0,0,1
18,1,0,1,0,0,0,0,775,741,34,3.92,2,0,1,0,1
18,0,0,0,1,0,0,0,799,744,34,4.0,0,0,0,0,0
18,0,0,0,1,0,0,0,795,761,33,4.0,2,0,0,0,1
18,0,0,0,1,0,0,0,792,750,35,4.0,2,1,0,0,0
18,1,0,1,0,0,0,0,750,743,35,3.9,5,0,0,0,0
18,1,0,0,0,0,1,0,774,760,34,3.59,2,0,0,0,1
18,0,0,0,1,0,0,0,771,766,34,3.98,1,0,0,0,1
18,1,0,0,1,0,0,0,790,765,33,4.0,4,0,0,0,1
18,1,0,0,0,0,0,1,780,748,34,3.85,2,0,0,0,0
19,1,1,0,1,0,0,0,790,766,34,3.99,3,0,0,0,0
18,0,0,0,1,0,0,0,750,760,33,3.89,2,0,0,0,0
18,0,0,0,1,0,0,0,786,746,35,3.84,5,0,0,0,0
18,0,0,1,0,0,0,0,794,763,35,3.79,0,0,0,0,0
18,0,0,0,1,0,0,0,771,765,35,3.92,5,0,0,0,0
18,1,0,0,0,1,0,0,780,756,35,3.98,1,0,0,0,1
18,1,0,1,0,0,0,0,790,766,33,3.91,3,1,0,0,1
18,1,0,0,1,0,0,0,763,750,34,3.89,3,0,0,0,0
18,0,0,0,0,1,0,0,762,753,33,4.0,1,0,1,0,1
18,0,0,0,1,0,0,0,781,751,34,3.98,5,0,0,0,1
19,0,0,0,0,0,0,1,780,759,33,4.0,4,0,0,0,0
18,1,0,0,1,0,0,0,764,767,34,3.96,5,0,0,0,0
18,0,1,1,0,0,0,0,754,743,34,3.64,2,0,0,0,0
18,1,0,0,0,0,0,1,766,748,34,3.91,5,1,1,1,1
19,0,0,0,0,1,0,0,757,742,34,3.87,4,0,0,0,0
18,0,0,0,0,1,0,0,773,751,33,3.69,3,0,0,0,0
18,1,0,0,1,0,0,0,768,740,35,4.0,5,0,0,0,0
18,1,0,0,1,0,0,0,763,746,33,4.0,4,0,1,0,0
18,1,0,0,0,0,0,1,796,748,33,3.87,3,0,0,0,1
18,1,0,0,0,1,0,0,763,745,34,3.68,2,0,1,0,1
18,1,0,1,0,0,0,0,765,744,33,3.83,4,0,1,0,0
18,1,0,0,1,0,0,0,787,743,34,3.82,2,0,0,0,1
18,1,0,0,0,0,0,1,782,743,34,3.83,4,1,0,0,1
18,0,1,0,1,0,0,0,794,752,34,4.0,1,0,0,1,1
18,1,0,1,0,0,0,0,770,745,34,4.0,3,1,0,0,0
18,1,1,1,0,0,0,0,796,768,34,3.9,2,0,0,0,0
18,1,0,1,0,0,0,0,743,755,33,3.8,2,0,1,0,1
19,1,0,1,0,0,0,0,754,759,34,3.86,3,0,0,0,1
18,1,1,0,1,0,0,0,746,763,33,4.0,3,0,0,0,0
17,0,0,0,0,1,0,0,749,760,34,3.87,3,0,0,0,0
18,1,0,0,1,0,0,0,795,761,34,3.97,2,0,0,0,0
18,1,0,0,1,0,0,0,778,755,34,4.0,4,0,0,0,1
18,0,0,1,0,0,0,0,747,765,34,3.84,2,0,0,0,0
18,0,0,0,1,0,0,0,771,760,34,3.92,5,0,0,0,1
18,1,0,0,0,1,0,0,796,762,34,4.0,3,0,0,0,0
18,1,0,0,1,0,0,0,775,764,34,3.97,3,1,0,0,1
18,1,0,1,0,0,0,0,773,741,34,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,764,758,35,3.75,3,0,0,0,0
18,1,0,1,0,0,0,0,781,765,34,3.88,4,0,0,0,1
18,1,0,0,1,0,0,0,783,759,33,4.0,3,0,0,0,1
18,0,0,0,1,0,0,0,741,741,34,3.69,3,0,0,0,0
18,1,0,1,0,0,0,0,771,766,35,3.83,2,1,1,0,1
18,1,0,0,0,0,1,0,799,768,33,4.0,5,0,0,0,0
18,1,0,0,1,0,0,0,766,744,34,3.85,3,0,0,0,0
18,0,1,1,0,0,0,0,746,755,33,3.86,4,1,0,0,0
18,1,1,1,0,0,0,0,798,757,33,4.0,5,0,0,0,0
18,0,1,0,0,1,0,0,766,743,35,4.0,4,0,0,0,0
18,0,0,0,0,0,0,1,756,756,33,4.0,2,1,1,0,0
18,0,1,1,0,0,0,0,759,740,33,3.84,5,0,0,0,0
18,1,0,1,0,0,0,0,758,762,35,4.0,3,0,0,0,1
18,1,0,0,0,1,0,0,785,743,33,3.77,2,0,0,0,0
18,0,0,1,0,0,0,0,749,769,35,3.98,3,0,0,0,1
18,0,0,0,0,0,1,0,754,742,34,3.74,4,0,0,0,0
18,0,0,0,0,1,0,0,780,757,33,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,789,744,34,3.87,3,0,0,0,0
18,1,0,1,0,0,0,0,754,745,33,3.86,0,0,0,0,0
18,0,0,0,1,0,0,0,793,765,33,3.94,5,0,0,0,0
18,1,1,0,1,0,0,0,757,748,34,3.81,3,0,0,0,0
18,0,0,0,0,0,0,1,773,765,35,3.93,1,0,0,0,0
18,1,0,0,0,0,0,1,766,750,34,3.7,3,0,0,0,0
18,1,0,1,0,0,0,0,788,741,33,4.0,1,0,0,0,0
18,1,0,0,0,0,1,0,786,743,35,3.87,4,0,0,0,0
18,0,0,0,1,0,0,0,793,756,34,3.98,5,0,0,0,1
18,1,1,0,1,0,0,0,767,764,34,4.0,5,0,1,0,0
18,1,0,0,0,1,0,0,770,760,34,3.66,5,0,0,0,0
18,1,1,0,0,0,0,1,758,758,34,3.89,2,1,0,0,1
18,0,0,0,0,0,0,1,787,750,34,3.91,3,1,0,0,0
18,0,0,0,0,1,0,0,779,749,33,3.88,5,0,0,0,0
18,1,0,0,1,0,0,0,780,746,34,4.0,5,1,0,0,0
18,1,0,1,0,0,0,0,746,754,35,4.0,3,0,0,0,0
18,1,0,1,0,0,0,0,788,751,33,3.83,5,1,0,0,0
18,0,0,0,0,0,1,0,788,756,35,3.95,3,0,0,0,0
18,1,0,0,1,0,0,0,778,759,35,3.95,5,0,0,0,0
18,1,0,0,1,0,0,0,743,768,34,3.91,5,0,0,0,0
18,0,0,0,0,0,1,0,787,768,34,4.0,4,0,0,0,0
18,0,0,0,0,0,0,1,783,769,34,3.88,1,0,0,0,0
18,1,0,0,0,1,0,0,747,759,33,3.77,4,0,0,0,0
18,0,0,1,0,0,0,0,771,756,35,4.0,5,0,0,0,0
18,1,0,0,1,0,0,0,742,751,34,3.81,3,0,0,0,0
18,1,1,0,1,0,0,0,782,752,34,4.0,5,0,0,0,0
18,0,1,1,0,0,0,0,783,763,34,3.9,1,1,1,0,0
18,1,0,0,0,0,0,1,742,752,34,4.0,3,1,1,0,1
18,0,1,0,1,0,0,0,791,761,35,4.0,0,1,0,0,0
18,1,0,0,1,0,0,0,786,756,34,3.88,3,0,0,0,1
18,0,0,0,0,0,1,0,799,749,34,3.79,5,0,0,0,1
18,0,0,0,1,0,0,0,745,766,35,4.0,4,0,0,0,0
19,1,0,1,0,0,0,0,790,768,34,4.0,4,0,0,0,0
18,1,0,1,0,0,0,0,792,744,34,3.71,3,0,0,0,1
18,0,0,0,0,0,0,1,769,754,34,3.96,2,1,1,0,0
18,1,0,0,1,0,0,0,759,751,34,3.89,2,0,1,0,0
18,0,0,0,1,0,0,0,762,747,34,4.0,2,0,0,0,1
18,1,1,0,1,0,0,0,769,758,34,3.93,3,0,1,0,1
18,1,0,1,0,0,0,0,754,758,34,4.0,4,0,0,0,1
18,1,0,0,1,0,0,0,786,755,35,4.0,5,0,0,1,0
18,0,0,0,0,1,0,0,748,755,33,3.96,4,1,0,0,0
18,1,0,0,0,1,0,0,744,753,35,3.78,3,0,0,1,0
18,1,0,0,1,0,0,0,767,765,34,4.0,3,1,0,0,1
18,0,1,1,0,0,0,0,752,759,33,3.75,1,0,0,0,1
18,0,0,0,1,0,0,0,767,749,34,4.0,2,0,0,0,0
18,1,0,0,0,1,0,0,770,767,35,4.0,4,0,0,0,0
19,1,1,0,0,0,0,1,787,742,33,3.63,4,0,0,0,0
19,0,0,0,0,1,0,0,795,749,34,4.0,4,0,0,0,0
18,0,0,1,0,0,0,0,756,758,33,3.91,3,0,0,0,0
18,0,0,0,1,0,0,0,775,762,35,4.0,2,0,0,0,0
18,0,1,0,1,0,0,0,759,769,35,4.0,2,0,0,0,1
18,0,0,0,0,1,0,0,768,747,34,4.0,3,0,0,0,1
18,0,0,0,0,0,0,1,798,755,33,3.99,1,0,0,0,0
18,0,1,1,0,0,0,0,745,752,35,3.88,4,0,0,0,1
18,1,0,0,1,0,0,0,787,757,33,4.0,3,0,0,0,1
18,0,1,0,1,0,0,0,754,741,34,4.0,4,0,0,0,1
18,1,0,1,0,0,0,0,757,743,34,3.97,3,0,0,0,0
18,1,0,0,1,0,0,0,772,765,34,4.0,2,1,0,0,0
17,1,0,0,0,0,1,0,761,756,34,3.94,2,0,0,0,1
18,1,0,0,1,0,0,0,763,768,34,3.91,1,1,0,0,0
18,0,0,1,0,0,0,0,771,766,33,4.0,4,0,0,0,0
18,1,0,0,1,0,0,0,765,767,35,3.99,1,0,0,0,0
18,1,0,0,0,1,0,0,779,745,34,3.58,1,0,0,0,0
18,1,0,0,1,0,0,0,769,759,33,4.0,4,0,0,0,1
18,0,0,0,1,0,0,0,799,750,35,4.0,5,0,0,0,0
18,0,0,0,0,0,1,0,748,744,35,3.89,4,0,0,0,1
19,1,0,1,0,0,0,0,785,752,35,4.0,5,0,0,0,0
19,0,1,0,0,0,1,0,777,759,33,3.99,1,0,0,0,0
18,1,0,0,1,0,0,0,790,748,34,3.59,5,0,0,0,0
18,1,1,0,0,1,0,0,757,742,33,4.0,1,0,0,0,0
19,0,1,0,0,0,0,1,763,745,35,3.94,4,0,0,0,0
18,0,0,0,0,0,0,1,796,752,34,3.95,5,0,0,0,0
18,0,0,0,1,0,0,0,769,769,34,3.92,4,0,0,0,0
18,0,0,0,0,0,0,1,784,744,33,4.0,5,0,0,0,0
19,0,0,0,1,0,0,0,754,753,34,4.0,3,0,0,0,0
18,1,0,0,0,1,0,0,746,748,34,3.94,4,0,0,0,0
18,1,0,0,1,0,0,0,773,755,33,3.93,2,0,0,0,0
18,0,0,0,1,0,0,0,775,758,34,3.84,1,0,0,0,1
18,0,0,0,0,1,0,0,787,756,34,3.99,2,0,0,0,0
18,1,1,1,0,0,0,0,750,768,34,3.85,3,0,0,0,1
19,0,1,0,0,0,0,1,778,745,34,4.0,4,0,0,0,0
18,1,0,0,0,0,0,1,760,763,34,3.89,3,0,0,0,1
17,1,0,0,0,0,0,1,785,759,34,4.0,5,0,0,0,1
19,1,0,0,1,0,0,0,742,749,34,3.88,2,0,0,0,1
18,1,0,1,0,0,0,0,769,752,34,3.91,1,1,0,0,0
18,0,0,0,1,0,0,0,774,748,33,3.96,0,0,0,0,0
18,0,0,0,1,0,0,0,742,765,33,3.78,5,0,0,0,0
18,0,0,1,0,0,0,0,778,765,33,4.0,3,1,0,0,0
18,0,0,0,1,0,0,0,747,741,34,3.83,1,0,0,0,0
19,0,0,1,0,0,0,0,761,761,34,3.94,5,0,0,0,1
17,0,0,0,0,1,0,0,757,752,33,3.87,2,0,0,0,0
18,0,0,0,1,0,0,0,748,765,33,3.86,1,0,0,0,0
18,1,1,0,1,0,0,0,793,766,34,4.0,2,0,0,0,0
18,0,0,1,0,0,0,0,774,749,34,3.91,3,0,0,0,0
18,1,0,0,1,0,0,0,741,741,34,4.0,4,0,0,0,0
18,1,1,0,1,0,0,0,786,763,33,3.82,3,0,0,0,1
18,1,1,0,0,0,1,0,760,757,34,3.98,3,0,0,0,0
18,1,0,0,0,0,0,1,747,746,34,3.84,1,0,0,0,0
18,1,0,0,1,0,0,0,769,753,34,4.0,4,1,1,0,0
17,0,0,0,1,0,0,0,784,765,35,4.0,1,0,0,0,0
18,0,0,1,0,0,0,0,795,757,34,3.86,5,0,0,0,0
17,1,0,1,0,0,0,0,788,755,34,3.77,5,0,0,0,1
18,1,0,0,1,0,0,0,774,747,34,4.0,0,0,1,0,0
18,0,0,0,1,0,0,0,756,764,34,3.82,4,0,0,0,0
18,0,0,1,0,0,0,0,752,767,34,4.0,0,0,0,0,0
18,0,1,1,0,0,0,0,782,740,34,3.94,5,0,0,0,0
18,1,0,0,0,1,0,0,784,747,33,3.94,2,0,0,0,0
18,1,1,0,1,0,0,0,744,759,34,3.99,1,1,0,0,1
18,0,1,0,0,0,0,1,749,741,34,3.58,4,0,0,0,0
18,1,0,0,0,1,0,0,745,747,34,3.91,1,0,0,0,0
18,0,0,1,0,0,0,0,760,740,35,4.0,3,0,0,0,1
18,0,0,0,1,0,0,0,770,752,35,3.9,4,0,0,0,0
